"","ID","kmeans","HAC","DT"
"3925",3925,"Yes","Yes","Yes"
"3926",3926,"No","Yes","No"
"3927",3927,"Yes","Yes","Yes"
"3928",3928,"Yes","No","No"
"3929",3929,"Yes","Yes","Yes"
"3930",3930,"No","Yes","Yes"
"3931",3931,"No","Yes","Yes"
"3932",3932,"No","Yes","Yes"
"3933",3933,"Yes","Yes","Yes"
"3934",3934,"No","Yes","Yes"
"3935",3935,"Yes","Yes","No"
"3936",3936,"No","Yes","No"
"3937",3937,"Yes","Yes","Yes"
"3938",3938,"No","Yes","Yes"
"3939",3939,"No","Yes","Yes"
"3940",3940,"No","Yes","No"
"3941",3941,"No","Yes","No"
"3942",3942,"Yes","Yes","No"
"3943",3943,"No","Yes","Yes"
"3944",3944,"No","Yes","Yes"
"3945",3945,"No","Yes","No"
"3946",3946,"Yes","No","Yes"
"3947",3947,"No","Yes","No"
"3948",3948,"No","Yes","No"
"3949",3949,"No","Yes","Yes"
"3950",3950,"No","Yes","Yes"
"3951",3951,"Yes","Yes","No"
"3952",3952,"Yes","No","Yes"
"3953",3953,"No","Yes","No"
"3954",3954,"No","Yes","Yes"
"3955",3955,"Yes","Yes","Yes"
"3956",3956,"Yes","Yes","No"
"3957",3957,"Yes","No","No"
"3958",3958,"No","Yes","Yes"
"3959",3959,"Yes","Yes","Yes"
"3960",3960,"No","Yes","No"
"3961",3961,"No","Yes","No"
"3962",3962,"No","Yes","Yes"
"3963",3963,"No","Yes","Yes"
"3964",3964,"Yes","Yes","Yes"
"3965",3965,"Yes","No","No"
"3966",3966,"No","Yes","Yes"
"3967",3967,"No","Yes","Yes"
"3968",3968,"Yes","Yes","No"
"3969",3969,"No","Yes","No"
"3970",3970,"Yes","Yes","No"
"3971",3971,"No","Yes","Yes"
"3972",3972,"No","Yes","Yes"
"3973",3973,"No","Yes","Yes"
"3974",3974,"Yes","No","No"
"3975",3975,"No","Yes","Yes"
"3976",3976,"Yes","No","No"
"3977",3977,"No","Yes","Yes"
"3978",3978,"Yes","Yes","Yes"
"3979",3979,"No","Yes","No"
"3980",3980,"Yes","No","No"
"3981",3981,"No","Yes","No"
"3982",3982,"No","Yes","Yes"
"3983",3983,"Yes","No","Yes"
"3984",3984,"No","Yes","Yes"
"3985",3985,"No","Yes","No"
"3986",3986,"No","Yes","Yes"
"3987",3987,"No","Yes","No"
"3988",3988,"No","Yes","No"
"3989",3989,"No","Yes","Yes"
"3990",3990,"No","Yes","No"
"3991",3991,"No","Yes","Yes"
"3992",3992,"Yes","No","No"
"3993",3993,"Yes","No","No"
"3994",3994,"No","Yes","Yes"
"3995",3995,"Yes","No","No"
"3996",3996,"No","Yes","Yes"
"3997",3997,"Yes","Yes","No"
"3998",3998,"Yes","Yes","No"
"3999",3999,"No","Yes","Yes"
"4000",4000,"No","Yes","No"
"4001",4001,"Yes","Yes","No"
"4002",4002,"No","Yes","No"
"4003",4003,"Yes","Yes","No"
"4004",4004,"Yes","No","No"
"4005",4005,"No","Yes","Yes"
"4006",4006,"No","Yes","No"
"4007",4007,"Yes","Yes","No"
"4008",4008,"No","Yes","No"
"4009",4009,"Yes","Yes","Yes"
"4010",4010,"No","Yes","No"
"4011",4011,"No","Yes","Yes"
"4012",4012,"Yes","No","No"
"4013",4013,"No","Yes","No"
"4014",4014,"No","Yes","No"
"4015",4015,"No","Yes","Yes"
"4016",4016,"Yes","Yes","Yes"
"4017",4017,"Yes","Yes","Yes"
"4018",4018,"No","Yes","No"
"4019",4019,"No","Yes","No"
"4020",4020,"Yes","No","No"
"4021",4021,"No","Yes","Yes"
"4022",4022,"No","Yes","No"
"4023",4023,"Yes","Yes","No"
"4024",4024,"No","Yes","Yes"
"4025",4025,"No","Yes","No"
"4026",4026,"Yes","Yes","Yes"
"4027",4027,"Yes","Yes","No"
"4028",4028,"Yes","Yes","Yes"
"4029",4029,"Yes","Yes","No"
"4030",4030,"No","Yes","Yes"
"4031",4031,"Yes","Yes","Yes"
"4032",4032,"No","Yes","No"
"4033",4033,"No","Yes","Yes"
"4034",4034,"No","Yes","Yes"
"4035",4035,"Yes","Yes","No"
"4036",4036,"Yes","Yes","Yes"
"4037",4037,"Yes","Yes","No"
"4038",4038,"Yes","No","No"
"4039",4039,"Yes","Yes","Yes"
"4040",4040,"No","Yes","No"
"4041",4041,"No","Yes","Yes"
"4042",4042,"No","Yes","Yes"
"4043",4043,"No","Yes","No"
"4044",4044,"No","Yes","Yes"
"4045",4045,"No","Yes","Yes"
"4046",4046,"Yes","Yes","No"
"4047",4047,"No","Yes","Yes"
"4048",4048,"Yes","No","No"
"4049",4049,"Yes","Yes","Yes"
"4050",4050,"No","Yes","Yes"
"4051",4051,"No","Yes","No"
"4052",4052,"No","Yes","Yes"
"4053",4053,"No","Yes","No"
"4054",4054,"Yes","Yes","Yes"
"4055",4055,"No","Yes","Yes"
"4056",4056,"No","Yes","No"
"4057",4057,"No","Yes","Yes"
"4058",4058,"No","Yes","Yes"
"4059",4059,"Yes","Yes","No"
"4060",4060,"No","Yes","No"
"4061",4061,"Yes","Yes","Yes"
"4062",4062,"No","Yes","Yes"
"4063",4063,"No","Yes","Yes"
"4064",4064,"No","Yes","Yes"
"4065",4065,"No","Yes","No"
"4066",4066,"Yes","Yes","No"
"4067",4067,"No","Yes","No"
"4068",4068,"Yes","Yes","No"
"4069",4069,"Yes","No","No"
"4070",4070,"No","Yes","Yes"
"4071",4071,"No","Yes","Yes"
"4072",4072,"No","Yes","Yes"
"4073",4073,"No","Yes","Yes"
"4074",4074,"No","Yes","No"
"4075",4075,"No","Yes","Yes"
"4076",4076,"Yes","No","No"
"4077",4077,"No","Yes","No"
"4078",4078,"No","Yes","Yes"
"4079",4079,"No","Yes","Yes"
"4080",4080,"Yes","Yes","No"
"4081",4081,"No","Yes","Yes"
"4082",4082,"No","Yes","No"
"4083",4083,"No","Yes","Yes"
"4084",4084,"No","Yes","Yes"
"4085",4085,"Yes","Yes","Yes"
"4086",4086,"No","Yes","Yes"
"4087",4087,"Yes","Yes","No"
"4088",4088,"No","Yes","Yes"
"4089",4089,"No","Yes","Yes"
"4090",4090,"Yes","Yes","No"
"4091",4091,"Yes","Yes","No"
"4092",4092,"No","Yes","Yes"
"4093",4093,"No","Yes","Yes"
"4094",4094,"Yes","No","No"
"4095",4095,"Yes","No","No"
"4096",4096,"No","Yes","No"
"4097",4097,"No","Yes","Yes"
"4098",4098,"Yes","Yes","No"
"4099",4099,"No","Yes","No"
"4100",4100,"No","Yes","No"
"4101",4101,"No","Yes","No"
"4102",4102,"No","Yes","No"
"4103",4103,"Yes","No","No"
"4104",4104,"No","Yes","Yes"
"4105",4105,"No","Yes","Yes"
"4106",4106,"No","Yes","Yes"
"4107",4107,"No","Yes","No"
"4108",4108,"No","Yes","No"
"4109",4109,"Yes","Yes","No"
"4110",4110,"No","Yes","Yes"
"4111",4111,"Yes","No","No"
"4112",4112,"No","Yes","Yes"
"4113",4113,"No","Yes","No"
"4114",4114,"No","Yes","No"
"4115",4115,"Yes","No","No"
"4116",4116,"Yes","Yes","No"
"4117",4117,"No","Yes","Yes"
"4118",4118,"No","Yes","Yes"
"4119",4119,"Yes","Yes","No"
"4120",4120,"No","Yes","Yes"
"4121",4121,"No","Yes","No"
"4122",4122,"No","Yes","No"
"4123",4123,"Yes","Yes","Yes"
"4124",4124,"No","Yes","Yes"
"4125",4125,"Yes","Yes","Yes"
"4126",4126,"No","Yes","Yes"
"4127",4127,"No","Yes","Yes"
"4128",4128,"Yes","Yes","No"
"4129",4129,"No","Yes","No"
"4130",4130,"Yes","Yes","No"
"4131",4131,"No","Yes","Yes"
"4132",4132,"Yes","Yes","No"
"4133",4133,"No","Yes","No"
"4134",4134,"No","Yes","Yes"
"4135",4135,"Yes","Yes","No"
"4136",4136,"No","Yes","No"
"4137",4137,"Yes","Yes","No"
"4138",4138,"No","Yes","Yes"
"4139",4139,"No","Yes","Yes"
"4140",4140,"No","Yes","Yes"
"4141",4141,"No","Yes","Yes"
"4142",4142,"No","Yes","Yes"
"4143",4143,"Yes","Yes","No"
"4144",4144,"Yes","Yes","No"
"4145",4145,"No","Yes","Yes"
"4146",4146,"No","Yes","Yes"
"4147",4147,"Yes","Yes","No"
"4148",4148,"No","Yes","No"
"4149",4149,"No","Yes","No"
"4150",4150,"Yes","Yes","No"
"4151",4151,"Yes","Yes","No"
"4152",4152,"Yes","Yes","No"
"4153",4153,"No","Yes","Yes"
"4154",4154,"No","Yes","Yes"
"4155",4155,"Yes","No","No"
"4156",4156,"Yes","Yes","Yes"
"4157",4157,"Yes","No","No"
"4158",4158,"Yes","Yes","Yes"
"4159",4159,"No","No","Yes"
"4160",4160,"No","Yes","Yes"
"4161",4161,"Yes","Yes","No"
"4162",4162,"No","Yes","Yes"
"4163",4163,"No","Yes","Yes"
"4164",4164,"No","Yes","Yes"
"4165",4165,"Yes","No","No"
"4166",4166,"No","Yes","Yes"
"4167",4167,"Yes","Yes","Yes"
"4168",4168,"No","Yes","Yes"
"4169",4169,"No","Yes","Yes"
"4170",4170,"Yes","Yes","No"
"4171",4171,"No","Yes","Yes"
"4172",4172,"Yes","Yes","No"
"4173",4173,"No","Yes","No"
"4174",4174,"No","Yes","Yes"
"4175",4175,"No","Yes","No"
"4176",4176,"No","Yes","Yes"
"4177",4177,"Yes","No","No"
"4178",4178,"No","Yes","No"
"4179",4179,"Yes","Yes","No"
"4180",4180,"Yes","Yes","Yes"
"4181",4181,"No","Yes","No"
"4182",4182,"Yes","Yes","No"
"4183",4183,"No","Yes","Yes"
"4184",4184,"Yes","Yes","No"
"4185",4185,"No","Yes","Yes"
"4186",4186,"No","Yes","Yes"
"4187",4187,"No","Yes","No"
"4188",4188,"No","Yes","Yes"
"4189",4189,"Yes","Yes","No"
"4190",4190,"No","Yes","No"
"4191",4191,"No","Yes","Yes"
"4192",4192,"No","Yes","Yes"
"4193",4193,"Yes","Yes","Yes"
"4194",4194,"No","Yes","Yes"
"4195",4195,"No","Yes","No"
"4196",4196,"Yes","Yes","Yes"
"4197",4197,"Yes","Yes","Yes"
"4198",4198,"Yes","No","No"
"4199",4199,"Yes","Yes","Yes"
"4200",4200,"Yes","Yes","No"
"4201",4201,"No","Yes","No"
"4202",4202,"Yes","Yes","Yes"
"4203",4203,"Yes","No","No"
"4204",4204,"Yes","Yes","No"
"4205",4205,"No","Yes","Yes"
"4206",4206,"Yes","No","No"
"4207",4207,"Yes","Yes","No"
"4208",4208,"Yes","Yes","No"
"4209",4209,"No","Yes","Yes"
"4210",4210,"No","Yes","Yes"
"4211",4211,"No","Yes","No"
"4212",4212,"Yes","Yes","No"
"4213",4213,"Yes","Yes","No"
"4214",4214,"No","Yes","Yes"
"4215",4215,"Yes","Yes","Yes"
"4216",4216,"Yes","Yes","Yes"
"4217",4217,"No","Yes","No"
"4218",4218,"Yes","No","Yes"
"4219",4219,"No","Yes","Yes"
"4220",4220,"Yes","No","No"
"4221",4221,"No","Yes","No"
"4222",4222,"No","Yes","Yes"
"4223",4223,"No","Yes","Yes"
"4224",4224,"No","Yes","No"
"4225",4225,"Yes","Yes","No"
"4226",4226,"No","Yes","No"
"4227",4227,"Yes","No","No"
"4228",4228,"No","Yes","Yes"
"4229",4229,"No","Yes","Yes"
"4230",4230,"No","Yes","Yes"
"4231",4231,"No","Yes","No"
"4232",4232,"Yes","Yes","No"
"4233",4233,"No","Yes","Yes"
"4234",4234,"No","Yes","No"
"4235",4235,"Yes","No","Yes"
"4236",4236,"Yes","Yes","No"
"4237",4237,"No","Yes","Yes"
"4238",4238,"No","Yes","Yes"
"4239",4239,"No","Yes","No"
"4240",4240,"No","Yes","No"
"4241",4241,"No","Yes","Yes"
"4242",4242,"Yes","Yes","Yes"
"4243",4243,"Yes","Yes","No"
"4244",4244,"No","Yes","Yes"
"4245",4245,"No","Yes","Yes"
"4246",4246,"Yes","Yes","Yes"
"4247",4247,"Yes","Yes","Yes"
"4248",4248,"No","Yes","Yes"
"4249",4249,"No","Yes","Yes"
"4250",4250,"No","Yes","Yes"
"4251",4251,"No","Yes","Yes"
"4252",4252,"No","Yes","No"
"4253",4253,"No","Yes","No"
"4254",4254,"No","Yes","No"
"4255",4255,"Yes","Yes","Yes"
"4256",4256,"Yes","Yes","No"
"4257",4257,"Yes","Yes","No"
"4258",4258,"Yes","Yes","Yes"
"4259",4259,"Yes","Yes","No"
"4260",4260,"Yes","Yes","No"
"4261",4261,"No","Yes","No"
"4262",4262,"No","Yes","No"
"4263",4263,"No","Yes","Yes"
"4264",4264,"Yes","Yes","No"
"4265",4265,"No","Yes","Yes"
"4266",4266,"Yes","Yes","No"
"4267",4267,"No","Yes","Yes"
"4268",4268,"No","Yes","No"
"4269",4269,"Yes","Yes","Yes"
"4270",4270,"No","Yes","Yes"
"4271",4271,"No","Yes","Yes"
"4272",4272,"No","Yes","Yes"
"4273",4273,"No","Yes","No"
"4274",4274,"No","Yes","Yes"
"4275",4275,"No","Yes","Yes"
"4276",4276,"Yes","Yes","No"
"4277",4277,"No","Yes","No"
"4278",4278,"No","Yes","Yes"
"4279",4279,"Yes","Yes","Yes"
"4280",4280,"No","Yes","No"
"4281",4281,"Yes","Yes","Yes"
"4282",4282,"No","Yes","No"
"4283",4283,"No","Yes","Yes"
"4284",4284,"No","Yes","No"
"4285",4285,"No","Yes","Yes"
"4286",4286,"No","Yes","Yes"
"4287",4287,"No","Yes","Yes"
"4288",4288,"No","Yes","Yes"
"4289",4289,"No","Yes","Yes"
"4290",4290,"Yes","Yes","No"
"4291",4291,"Yes","Yes","No"
"4292",4292,"No","Yes","No"
"4293",4293,"No","Yes","No"
"4294",4294,"No","Yes","Yes"
"4295",4295,"No","Yes","No"
"4296",4296,"No","Yes","No"
"4297",4297,"No","Yes","Yes"
"4298",4298,"No","Yes","Yes"
"4299",4299,"Yes","No","No"
"4300",4300,"No","Yes","Yes"
"4301",4301,"Yes","No","Yes"
"4302",4302,"Yes","No","Yes"
"4303",4303,"No","Yes","No"
"4304",4304,"Yes","Yes","No"
"4305",4305,"No","Yes","Yes"
"4306",4306,"No","Yes","Yes"
"4307",4307,"No","Yes","No"
"4308",4308,"No","Yes","Yes"
"4309",4309,"Yes","Yes","Yes"
"4310",4310,"Yes","Yes","No"
"4311",4311,"No","Yes","No"
"4312",4312,"No","Yes","Yes"
"4313",4313,"Yes","Yes","Yes"
"4314",4314,"No","Yes","Yes"
"4315",4315,"Yes","Yes","No"
"4316",4316,"Yes","Yes","Yes"
"4317",4317,"Yes","Yes","No"
"4318",4318,"No","Yes","Yes"
"4319",4319,"No","Yes","Yes"
"4320",4320,"No","Yes","Yes"
"4321",4321,"No","Yes","Yes"
"4322",4322,"No","Yes","No"
"4323",4323,"Yes","Yes","Yes"
"4324",4324,"Yes","Yes","Yes"
"4325",4325,"No","Yes","No"
"4326",4326,"No","Yes","No"
"4327",4327,"Yes","Yes","No"
"4328",4328,"No","Yes","Yes"
"4329",4329,"Yes","Yes","No"
"4330",4330,"Yes","Yes","Yes"
"4331",4331,"Yes","Yes","Yes"
"4332",4332,"No","Yes","Yes"
"4333",4333,"No","Yes","Yes"
"4334",4334,"No","Yes","No"
"4335",4335,"No","Yes","Yes"
"4336",4336,"No","Yes","Yes"
"4337",4337,"Yes","Yes","No"
"4338",4338,"Yes","Yes","Yes"
"4339",4339,"Yes","Yes","Yes"
"4340",4340,"Yes","Yes","No"
"4341",4341,"Yes","Yes","No"
"4342",4342,"No","Yes","Yes"
"4343",4343,"Yes","Yes","No"
"4344",4344,"Yes","No","No"
"4345",4345,"No","Yes","No"
"4346",4346,"No","Yes","Yes"
"4347",4347,"No","Yes","No"
"4348",4348,"No","Yes","No"
"4349",4349,"No","Yes","Yes"
"4350",4350,"Yes","No","No"
"4351",4351,"Yes","Yes","No"
"4352",4352,"Yes","Yes","No"
"4353",4353,"No","Yes","No"
"4354",4354,"No","Yes","Yes"
"4355",4355,"No","Yes","No"
"4356",4356,"Yes","No","No"
"4357",4357,"Yes","Yes","No"
"4358",4358,"Yes","Yes","No"
"4359",4359,"Yes","No","No"
"4360",4360,"No","Yes","No"
"4361",4361,"Yes","Yes","No"
"4362",4362,"No","Yes","No"
"4363",4363,"Yes","No","No"
"4364",4364,"No","Yes","Yes"
"4365",4365,"No","Yes","No"
"4366",4366,"Yes","No","No"
"4367",4367,"No","Yes","No"
"4368",4368,"Yes","Yes","No"
"4369",4369,"Yes","Yes","No"
"4370",4370,"Yes","Yes","No"
"4371",4371,"Yes","No","No"
"4372",4372,"No","Yes","No"
"4373",4373,"Yes","No","No"
"4374",4374,"Yes","No","No"
"4375",4375,"No","Yes","Yes"
"4376",4376,"Yes","Yes","No"
"4377",4377,"No","Yes","Yes"
"4378",4378,"No","Yes","Yes"
"4379",4379,"Yes","Yes","Yes"
"4380",4380,"No","Yes","No"
"4381",4381,"Yes","Yes","No"
"4382",4382,"Yes","Yes","No"
"4383",4383,"Yes","No","No"
"4384",4384,"No","Yes","Yes"
"4385",4385,"No","Yes","No"
"4386",4386,"Yes","Yes","Yes"
"4387",4387,"Yes","Yes","No"
"4388",4388,"No","Yes","No"
"4389",4389,"No","Yes","Yes"
"4390",4390,"No","Yes","Yes"
"4391",4391,"No","Yes","No"
"4392",4392,"No","Yes","Yes"
"4393",4393,"Yes","No","No"
"4394",4394,"No","Yes","Yes"
"4395",4395,"No","Yes","Yes"
"4396",4396,"Yes","Yes","No"
"4397",4397,"No","Yes","Yes"
"4398",4398,"Yes","Yes","Yes"
"4399",4399,"No","Yes","No"
"4400",4400,"No","Yes","No"
"4401",4401,"Yes","Yes","Yes"
"4402",4402,"Yes","Yes","No"
"4403",4403,"Yes","No","No"
"4404",4404,"No","Yes","No"
"4405",4405,"No","Yes","Yes"
"4406",4406,"Yes","Yes","Yes"
"4407",4407,"Yes","Yes","Yes"
"4408",4408,"Yes","Yes","No"
"4409",4409,"No","Yes","Yes"
"4410",4410,"Yes","Yes","Yes"
"4411",4411,"Yes","Yes","Yes"
"4412",4412,"Yes","No","No"
"4413",4413,"No","Yes","Yes"
"4414",4414,"No","Yes","Yes"
"4415",4415,"Yes","No","Yes"
"4416",4416,"No","Yes","Yes"
"4417",4417,"Yes","Yes","No"
"4418",4418,"Yes","No","No"
"4419",4419,"No","Yes","No"
"4420",4420,"Yes","Yes","No"
"4421",4421,"No","Yes","No"
"4422",4422,"Yes","Yes","Yes"
"4423",4423,"No","Yes","Yes"
"4424",4424,"Yes","Yes","Yes"
"4425",4425,"Yes","Yes","No"
"4426",4426,"No","Yes","Yes"
"4427",4427,"No","Yes","Yes"
"4428",4428,"Yes","Yes","No"
"4429",4429,"No","Yes","No"
"4430",4430,"Yes","No","Yes"
"4431",4431,"No","Yes","Yes"
"4432",4432,"No","Yes","Yes"
"4433",4433,"No","Yes","No"
"4434",4434,"No","Yes","Yes"
"4435",4435,"No","Yes","Yes"
"4436",4436,"No","Yes","Yes"
"4437",4437,"Yes","No","No"
"4438",4438,"No","Yes","Yes"
"4439",4439,"Yes","Yes","No"
"4440",4440,"Yes","No","No"
"4441",4441,"Yes","Yes","Yes"
"4442",4442,"No","Yes","No"
"4443",4443,"No","Yes","No"
"4444",4444,"No","Yes","No"
"4445",4445,"No","Yes","No"
"4446",4446,"Yes","Yes","No"
"4447",4447,"No","Yes","Yes"
"4448",4448,"No","Yes","No"
"4449",4449,"Yes","No","No"
"4450",4450,"No","Yes","No"
"4451",4451,"Yes","Yes","No"
"4452",4452,"No","Yes","Yes"
"4453",4453,"No","Yes","No"
"4454",4454,"Yes","Yes","No"
"4455",4455,"No","Yes","Yes"
"4456",4456,"Yes","Yes","Yes"
"4457",4457,"Yes","Yes","No"
"4458",4458,"Yes","Yes","No"
"4459",4459,"Yes","Yes","No"
"4460",4460,"No","Yes","Yes"
"4461",4461,"No","Yes","No"
"4462",4462,"No","Yes","No"
"4463",4463,"Yes","No","No"
"4464",4464,"Yes","Yes","No"
"4465",4465,"No","Yes","Yes"
"4466",4466,"No","Yes","No"
"4467",4467,"Yes","Yes","Yes"
"4468",4468,"No","Yes","No"
"4469",4469,"No","Yes","No"
"4470",4470,"No","Yes","Yes"
"4471",4471,"Yes","No","No"
"4472",4472,"Yes","Yes","Yes"
"4473",4473,"Yes","Yes","No"
"4474",4474,"No","Yes","Yes"
"4475",4475,"No","Yes","Yes"
"4476",4476,"Yes","Yes","No"
"4477",4477,"No","Yes","No"
"4478",4478,"Yes","No","No"
"4479",4479,"No","Yes","Yes"
"4480",4480,"No","Yes","Yes"
"4481",4481,"Yes","Yes","No"
"4482",4482,"Yes","Yes","No"
"4483",4483,"Yes","Yes","No"
"4484",4484,"No","Yes","No"
"4485",4485,"No","Yes","Yes"
"4486",4486,"Yes","Yes","No"
"4487",4487,"No","Yes","No"
"4488",4488,"No","Yes","No"
"4489",4489,"No","Yes","No"
"4490",4490,"Yes","Yes","No"
"4491",4491,"No","Yes","No"
"4492",4492,"Yes","No","No"
"4493",4493,"No","Yes","Yes"
"4494",4494,"Yes","Yes","No"
"4495",4495,"Yes","Yes","Yes"
"4496",4496,"No","Yes","No"
"4497",4497,"No","Yes","Yes"
"4498",4498,"No","Yes","Yes"
"4499",4499,"No","Yes","Yes"
"4500",4500,"No","Yes","Yes"
"4501",4501,"No","Yes","Yes"
"4502",4502,"No","Yes","Yes"
"4503",4503,"No","Yes","Yes"
"4504",4504,"Yes","Yes","Yes"
"4505",4505,"No","Yes","No"
"4506",4506,"Yes","No","Yes"
"4507",4507,"Yes","Yes","No"
"4508",4508,"Yes","Yes","No"
"4509",4509,"No","Yes","No"
"4510",4510,"No","Yes","Yes"
"4511",4511,"No","Yes","No"
"4512",4512,"No","Yes","Yes"
"4513",4513,"No","Yes","No"
"4514",4514,"Yes","Yes","No"
"4515",4515,"No","No","Yes"
"4516",4516,"No","Yes","Yes"
"4517",4517,"No","Yes","No"
"4518",4518,"No","Yes","Yes"
"4519",4519,"No","Yes","No"
"4520",4520,"Yes","Yes","No"
"4521",4521,"No","Yes","Yes"
"4522",4522,"No","Yes","Yes"
"4523",4523,"No","Yes","Yes"
"4524",4524,"No","Yes","Yes"
"4525",4525,"No","Yes","Yes"
"4526",4526,"No","Yes","Yes"
"4527",4527,"Yes","Yes","No"
"4528",4528,"No","Yes","Yes"
"4529",4529,"Yes","No","No"
"4530",4530,"Yes","Yes","No"
"4531",4531,"No","Yes","Yes"
"4532",4532,"Yes","Yes","No"
"4533",4533,"No","Yes","No"
"4534",4534,"Yes","No","Yes"
"4535",4535,"No","Yes","No"
"4536",4536,"Yes","Yes","No"
"4537",4537,"No","Yes","No"
"4538",4538,"Yes","Yes","No"
"4539",4539,"Yes","Yes","Yes"
"4540",4540,"No","Yes","Yes"
"4541",4541,"Yes","Yes","No"
"4542",4542,"Yes","Yes","No"
"4543",4543,"No","Yes","Yes"
"4544",4544,"Yes","No","No"
"4545",4545,"Yes","Yes","Yes"
"4546",4546,"No","Yes","Yes"
"4547",4547,"No","Yes","No"
"4548",4548,"No","Yes","Yes"
"4549",4549,"Yes","No","No"
"4550",4550,"Yes","Yes","No"
"4551",4551,"Yes","Yes","No"
"4552",4552,"No","Yes","Yes"
"4553",4553,"No","Yes","Yes"
"4554",4554,"No","Yes","Yes"
"4555",4555,"No","Yes","No"
"4556",4556,"No","Yes","No"
"4557",4557,"Yes","No","No"
"4558",4558,"Yes","No","No"
"4559",4559,"No","Yes","Yes"
"4560",4560,"Yes","Yes","Yes"
"4561",4561,"Yes","Yes","Yes"
"4562",4562,"No","Yes","Yes"
"4563",4563,"Yes","Yes","Yes"
"4564",4564,"Yes","Yes","No"
"4565",4565,"No","Yes","Yes"
"4566",4566,"No","Yes","No"
"4567",4567,"Yes","No","No"
"4568",4568,"No","Yes","Yes"
"4569",4569,"No","Yes","Yes"
"4570",4570,"Yes","Yes","No"
"4571",4571,"No","Yes","No"
"4572",4572,"No","Yes","Yes"
"4573",4573,"Yes","Yes","Yes"
"4574",4574,"No","Yes","No"
"4575",4575,"Yes","Yes","No"
"4576",4576,"Yes","No","No"
"4577",4577,"No","Yes","Yes"
"4578",4578,"No","Yes","Yes"
"4579",4579,"No","Yes","No"
"4580",4580,"No","Yes","Yes"
"4581",4581,"Yes","Yes","No"
"4582",4582,"No","Yes","No"
"4583",4583,"Yes","Yes","No"
"4584",4584,"No","Yes","No"
"4585",4585,"No","Yes","Yes"
"4586",4586,"Yes","Yes","No"
"4587",4587,"No","Yes","Yes"
"4588",4588,"No","Yes","Yes"
"4589",4589,"No","Yes","No"
"4590",4590,"Yes","Yes","No"
"4591",4591,"No","Yes","Yes"
"4592",4592,"No","Yes","Yes"
"4593",4593,"Yes","Yes","Yes"
"4594",4594,"No","Yes","No"
"4595",4595,"Yes","No","Yes"
"4596",4596,"No","Yes","No"
"4597",4597,"No","Yes","Yes"
"4598",4598,"No","Yes","Yes"
"4599",4599,"No","Yes","Yes"
"4600",4600,"No","Yes","Yes"
"4601",4601,"No","Yes","Yes"
"4602",4602,"Yes","Yes","No"
"4603",4603,"Yes","Yes","No"
"4604",4604,"No","Yes","Yes"
"4605",4605,"No","Yes","No"
"4606",4606,"Yes","Yes","Yes"
"4607",4607,"Yes","Yes","No"
"4608",4608,"No","Yes","No"
"4609",4609,"No","Yes","Yes"
"4610",4610,"No","Yes","Yes"
"4611",4611,"Yes","Yes","No"
"4612",4612,"Yes","No","Yes"
"4613",4613,"No","Yes","No"
"4614",4614,"No","Yes","Yes"
"4615",4615,"No","Yes","No"
"4616",4616,"No","Yes","Yes"
"4617",4617,"No","Yes","No"
"4618",4618,"No","Yes","Yes"
"4619",4619,"Yes","Yes","Yes"
"4620",4620,"No","Yes","No"
"4621",4621,"No","Yes","No"
"4622",4622,"Yes","Yes","No"
"4623",4623,"Yes","Yes","No"
"4624",4624,"No","Yes","Yes"
"4625",4625,"No","Yes","No"
"4626",4626,"No","Yes","Yes"
"4627",4627,"Yes","Yes","No"
"4628",4628,"No","Yes","Yes"
"4629",4629,"No","Yes","Yes"
"4630",4630,"Yes","Yes","No"
"4631",4631,"No","Yes","Yes"
"4632",4632,"Yes","Yes","Yes"
"4633",4633,"Yes","Yes","No"
"4634",4634,"No","Yes","No"
"4635",4635,"No","Yes","No"
"4636",4636,"Yes","No","No"
"4637",4637,"Yes","No","No"
"4638",4638,"No","Yes","No"
"4639",4639,"No","Yes","No"
"4640",4640,"No","Yes","No"
"4641",4641,"No","Yes","Yes"
"4642",4642,"No","Yes","Yes"
"4643",4643,"No","Yes","Yes"
"4644",4644,"No","Yes","Yes"
"4645",4645,"No","Yes","Yes"
"4646",4646,"No","Yes","No"
"4647",4647,"Yes","Yes","Yes"
"4648",4648,"Yes","No","No"
"4649",4649,"No","Yes","No"
"4650",4650,"Yes","Yes","No"
"4651",4651,"No","Yes","Yes"
"4652",4652,"Yes","Yes","No"
"4653",4653,"No","Yes","Yes"
"4654",4654,"Yes","No","No"
"4655",4655,"No","Yes","Yes"
"4656",4656,"No","Yes","Yes"
"4657",4657,"Yes","Yes","Yes"
"4658",4658,"No","Yes","No"
"4659",4659,"No","Yes","Yes"
"4660",4660,"No","Yes","Yes"
"4661",4661,"Yes","Yes","No"
"4662",4662,"No","Yes","Yes"
"4663",4663,"Yes","Yes","No"
"4664",4664,"No","Yes","No"
"4665",4665,"No","Yes","Yes"
"4666",4666,"No","Yes","No"
"4667",4667,"No","Yes","Yes"
"4668",4668,"No","Yes","Yes"
"4669",4669,"No","Yes","Yes"
"4670",4670,"Yes","Yes","Yes"
"4671",4671,"No","Yes","Yes"
"4672",4672,"No","Yes","No"
"4673",4673,"Yes","No","No"
"4674",4674,"No","Yes","No"
"4675",4675,"No","Yes","No"
"4676",4676,"Yes","Yes","No"
"4677",4677,"No","Yes","No"
